Assemblage 	OriginTime	Duration
assemblage-637-212	4666	1833
assemblage-689-564	10165	1835
assemblage-755-523	4666	1833
assemblage-746-533	4666	1833
assemblage-129-651	1000	1833
assemblage-760-273	4666	1833
assemblage-262-713	2833	1833
assemblage-245-693	2833	1833
assemblage-351-762	2833	1833
assemblage-863-488	10165	1835
assemblage-457-924	6499	1833
assemblage-464-918	6499	1833
assemblage-797-172	4666	1833
assemblage-585-363	8332	1833
assemblage-403-803	1000	1833
assemblage-855-506	10165	1835
assemblage-359-767	2833	1833
assemblage-768-706	6499	1833
assemblage-606-325	8332	1833
assemblage-639-223	4666	1833
assemblage-239-699	2833	1833
assemblage-799-430	6499	1833
assemblage-942-729	10165	1835
assemblage-152-651	1000	1833
assemblage-542-670	1000	1833
assemblage-978-144	2833	1833
assemblage-269-238	8332	1833
assemblage-396-264	10165	1835
assemblage-163-872	8332	1833
assemblage-792-259	4666	1833
assemblage-1000-159	2833	1833
assemblage-954-637	1000	1833
assemblage-363-782	2833	1833
assemblage-552-648	1000	1833
assemblage-447-927	6499	1833
assemblage-717-153	2833	1833
assemblage-250-701	2833	1833
assemblage-746-549	4666	1833
assemblage-268-692	2833	1833
assemblage-648-198	4666	1833
assemblage-919-741	10165	1835
assemblage-629-202	4666	1833
assemblage-743-521	4666	1833
assemblage-774-258	4666	1833
assemblage-616-193	4666	1833
assemblage-414-844	1000	1833
assemblage-902-761	6499	1833
assemblage-927-718	10165	1835
assemblage-593-369	8332	1833
assemblage-768-710	6499	1833
assemblage-904-761	6499	1833
assemblage-151-857	8332	1833
assemblage-589-358	8332	1833
assemblage-723-168	2833	1833
assemblage-833-481	10165	1835
assemblage-708-159	2833	1833
assemblage-723-161	2833	1833
assemblage-327-494	8332	1833
assemblage-133-661	1000	1833
assemblage-467-923	6499	1833
assemblage-266-233	8332	1833
assemblage-930-730	10165	1835
assemblage-632-201	4666	1833
assemblage-249-244	8332	1833
assemblage-246-699	2833	1833
assemblage-916-740	10165	1835
assemblage-389-812	1000	1833
assemblage-941-646	1000	1833
assemblage-277-695	2833	1833
assemblage-599-374	8332	1833
assemblage-455-938	6499	1833
assemblage-759-507	4666	1833
assemblage-547-664	1000	1833
assemblage-775-534	4666	1833
assemblage-799-159	4666	1833
assemblage-816-440	6499	1833
assemblage-398-243	10165	1835
assemblage-717-580	10165	1835
assemblage-771-714	6499	1833
assemblage-403-277	10165	1835
assemblage-727-156	2833	1833
assemblage-601-349	8332	1833
assemblage-423-796	1000	1833
assemblage-723-587	10165	1835
assemblage-976-160	2833	1833
assemblage-935-753	6499	1833
assemblage-533-678	1000	1833
assemblage-403-269	10165	1835
assemblage-162-850	8332	1833
assemblage-924-642	1000	1833
assemblage-816-430	6499	1833
assemblage-714-569	10165	1835
assemblage-332-494	8332	1833
assemblage-758-534	4666	1833
assemblage-267-244	8332	1833
assemblage-264-241	8332	1833
assemblage-777-252	4666	1833
assemblage-787-249	4666	1833
assemblage-145-672	1000	1833
assemblage-364-776	2833	1833
assemblage-137-632	1000	1833
assemblage-353-783	2833	1833
assemblage-367-778	2833	1833
assemblage-977-163	2833	1833
assemblage-254-702	2833	1833
assemblage-915-772	6499	1833
assemblage-809-155	4666	1833
assemblage-789-447	6499	1833
assemblage-909-763	6499	1833
assemblage-773-697	6499	1833
assemblage-942-619	1000	1833
assemblage-756-716	6499	1833
assemblage-730-151	2833	1833
assemblage-328-500	8332	1833
assemblage-835-481	10165	1835
assemblage-863-461	10165	1835
assemblage-741-161	2833	1833
assemblage-544-659	1000	1833
assemblage-801-144	4666	1833
assemblage-714-557	10165	1835
assemblage-320-495	8332	1833
assemblage-361-774	2833	1833
assemblage-433-925	6499	1833
assemblage-273-243	8332	1833
assemblage-780-440	6499	1833
assemblage-590-352	8332	1833
assemblage-451-937	6499	1833
assemblage-166-865	8332	1833
assemblage-164-839	8332	1833
assemblage-1007-142	2833	1833
assemblage-738-152	2833	1833
assemblage-920-647	1000	1833
assemblage-320-503	8332	1833
assemblage-792-258	4666	1833
assemblage-571-365	8332	1833
assemblage-547-686	1000	1833
assemblage-277-245	8332	1833
assemblage-821-455	6499	1833
assemblage-731-157	2833	1833
assemblage-932-740	10165	1835
assemblage-146-848	8332	1833
assemblage-157-857	8332	1833
assemblage-796-272	4666	1833
assemblage-398-800	1000	1833
assemblage-851-486	10165	1835
assemblage-812-450	6499	1833
assemblage-765-726	6499	1833
assemblage-896-762	6499	1833
assemblage-794-255	4666	1833
assemblage-158-858	8332	1833
assemblage-320-487	8332	1833
assemblage-795-158	4666	1833
assemblage-403-789	1000	1833
assemblage-718-554	10165	1835
assemblage-407-795	1000	1833
assemblage-557-683	1000	1833
assemblage-846-469	10165	1835
assemblage-145-658	1000	1833
assemblage-955-629	1000	1833
assemblage-632-237	4666	1833
assemblage-416-249	10165	1835
assemblage-923-734	10165	1835
assemblage-591-355	8332	1833
assemblage-927-638	1000	1833
assemblage-727-569	10165	1835
assemblage-936-746	10165	1835
assemblage-708-567	10165	1835
assemblage-770-706	6499	1833
assemblage-475-921	6499	1833
assemblage-801-466	6499	1833
assemblage-358-771	2833	1833
assemblage-795-169	4666	1833
assemblage-297-490	8332	1833
assemblage-837-485	10165	1835
assemblage-255-215	8332	1833
assemblage-549-657	1000	1833
assemblage-613-236	4666	1833
assemblage-767-714	6499	1833
assemblage-381-254	10165	1835
assemblage-784-162	4666	1833
assemblage-914-777	6499	1833
assemblage-402-810	1000	1833
assemblage-784-282	4666	1833
assemblage-781-690	6499	1833
assemblage-442-928	6499	1833
assemblage-752-557	4666	1833
assemblage-608-220	4666	1833
assemblage-402-258	10165	1835
assemblage-147-865	8332	1833
assemblage-934-638	1000	1833
assemblage-403-242	10165	1835
assemblage-728-160	2833	1833
assemblage-773-705	6499	1833
assemblage-557-670	1000	1833
assemblage-253-691	2833	1833
assemblage-614-217	4666	1833
assemblage-985-150	2833	1833
assemblage-856-486	10165	1835
assemblage-949-751	10165	1835
assemblage-718-576	10165	1835
assemblage-805-161	4666	1833
assemblage-746-526	4666	1833
assemblage-746-527	4666	1833
assemblage-146-669	1000	1833
assemblage-307-494	8332	1833
assemblage-252-694	2833	1833
assemblage-1002-149	2833	1833
assemblage-137-652	1000	1833
assemblage-800-441	6499	1833
assemblage-928-768	6499	1833
assemblage-325-495	8332	1833
assemblage-717-587	10165	1835
assemblage-141-639	1000	1833
assemblage-914-742	6499	1833
assemblage-790-152	4666	1833
assemblage-403-819	1000	1833
