Seriation_Number	Assemblage	9897003-7669814-8541955	1261963-5290122-8902527	0-937623-5578766	83357-645129-8541955	9500517-5290122-1029973	70259-9082344-7736154	6160460-2545100-2546605	1774918-2545100-2546605	6185691-9082344-3563937	5554650-2545100-2546605	3128154-2657504-2244614	8745848-869971-8541955	2-2191342-1209562	7721150-1832062-6936400	618327-9772578-6690651	5713693-3213465-2244614	3484486-7894814-2253499	8117411-7911845-4005266	3183667-645129-8541955	0-4-9406002	755617-1618590-5453737	4168545-190282-1209562	3198635-7032431-5007685	9500517-5290122-4137387	7721150-3269251-2120786	2-9031289-9441456	9321677-8075606-8319333	1-0-3667806	6131019-7312708-6345895	335685-7138775-2244614	9897003-6737918-8541955	7721150-7038020-2253499	6114014-3269251-6936400	5602804-9765271-9237744	50504-190282-3	7721150-7894814-2253499	7721150-8484479-2244614	0-4218274-7158648	2-4220489-799601	9085148-2404649-8541955	9500517-5290122-6655523	7859566-7786886-1943898	9633897-8480004-5578766	70259-713891-4980084	475975-8534861-8880147	0-4-0	5602804-3698118-8859476	7103624-97822-786997	70259-1849452-5398519	70259-9670098-7611929	6749974-6979288-8405961	7360720-8575831-5578766	2679663-7424178-1036432	7721150-3269251-59778	8633614-6979288-5669900	9864670-149184-8315736	7837492-2594381-8955399	0-4-9827789	70259-3436997-1209562	1240005-9212983-5597588	6131019-564070-3232303	7721150-2657504-3373796	618327-6979288-7408504	7663733-869971-8541955	4398534-1899792-1209562	7721150-1717346-59778	70259-8984968-1209562	9636930-1618590-3473488	3548600-2659082-5899394	4081322-9082344-1209562	8811073-3903120-964159	2298178-4442020-8541955	9897003-8575831-5578766	6278540-1443338-2253499	9897003-8575831-3099879	0-8480004-5578766	7103624-97822-5775636	2-9031289-799601	2-5290122-799601	7744113-2594381-8955399	4710826-4074601-3743087	1-3065925-7545134	307482-97822-786997	1774918-520180-2546605	5634527-190282-1209562	2-548250-799601	0-5674860-9847585	438214-7832153-799601	7721150-3269251-2253499	8264541-0-4	3223507-5065646-7611929	956968-6737918-8541955	4521382-4-5321142	7744113-1680369-8061673	618327-2657504-2244614	70259-9077067-1209562	1122762-6330243-2244614	70259-9082344-5424225	9321677-6979288-8405961	4408170-2725536-8405961	2067357-1618590-6167985	2-190282-9768239	7194445-4536662-786997	9500517-5290122-6771482	7721150-2657504-1802906	2-0-8000410	3304432-9031289-799601	70259-1185422-1314367	6822059-3269251-2120786	618327-2725536-8405961	3512881-5290122-4428194	9537342-8656224-6052305	5187090-7832153-7142355	5990623-8534861-9057479	7546531-645129-358641	7546531-2404649-5544450	2837046-5290122-8362565	6131019-3897258-5899394	7546531-645129-3904155	1750568-2657504-2244614	2-8534861-5490877	3799603-7263917-799601	7255668-3481879-5597588	5713693-2657504-611803	1-3466312-6173571	2-0-8961943	2-0-5263117	2283223-9847182-5399312	5187090-4205288-7142355	335685-2657504-2244614	2547197-9976624-8001622	8355131-5221906-5321142	2-8534861-4949072	9897003-451501-8541955	7721150-7894814-4928234	1-5188791-7332802	9897003-4637893-8541955	9897003-4074601-8541955	0-7289298-5578766	1-7273591-5441687	2679663-7312708-5566219	3408208-8656224-6052305	753944-6979288-8405961	4710826-4074601-980222	4758413-4442020-8541955	2-8534861-6160028	2-0-4843944	6265952-190282-1209562	7721150-9533448-2253499	4710826-4074601-8541955	7721150-3269251-4075446	7744113-1680369-8955399	1-0-4132982	7482595-5290122-8902527	6880954-8901676-5899394	70259-9082344-1209562	3198635-7032431-728575	6486974-7312708-1036432	9500517-5290122-8902527	5738340-4995062-611803	7012974-190282-3	7721150-1832062-1358047	5243349-4442020-3144533	7721150-8170273-6936400	70259-3207309-1209562	6131019-8400749-5899394	4081322-102531-1209562	9500517-1369093-8902527	1825465-4442020-8541955	8592179-7741446-7912958	268761-4895108-1209562	9500517-5290122-3124592	70259-5065646-6614158	1-0-469307	7744113-3481879-8955399	9676107-1215228-8740593	1750568-2657504-7099641	1-5224677-2182067	6660702-645129-8541955	70259-9082344-1314367	4521382-7786886-5321142	1240005-9082344-3563937	9500517-5290122-6174012	8117411-5390050-8859476	2400353-5065646-7611929	9391064-8170273-6936400	2-8534861-799601	4513387-7751973-799601	2-8534861-1468367	3198635-7032431-799601	2-0-4254655	2-190282-4921102	5738340-5906056-611803	9643915-2657504-2244614	7744113-1680369-8275820	1-0-5360133	268761-2234816-1209562	7721150-3269251-8195719	6152320-6354312-4594927	9897003-8575831-3223444	324621-7312708-7516789	9500517-5107088-799601	8117411-1791148-9803992	1620784-8656224-6052305	6131019-7312708-5899394	2283223-9847182-8725343	3472953-648909-8541955	5243349-2523219-8541955	5713693-2657504-2244614	8829315-2657504-2244614	5602804-9148307-8859476	8503690-0-3380283	8272303-7263917-799601	5634527-4895108-1209562	6131019-558157-416503	5634527-2966049-5323365	3548600-7312708-5899394	7306374-5290122-6725073	6097285-9082344-8867635	268761-1852804-1580454	7546531-4720015-8541955	1581446-7786886-1653509	2-558157-8880147	2283223-9847182-5578766	7721150-8170273-2605316	1998296-7893283-9365474	1240005-7352948-3563937	9897003-8575831-138065	0-4-1719062	268761-7191304-1580454	9500517-5290122-7302333	2189164-7984757-8725343	1825465-869971-8541955	70259-9082344-7173405	996167-8534861-799601	7721150-5820914-90066	587831-9308898-611803	0-3693305-7158648	9500517-5290122-799601	324621-7312708-5480581	7103624-190282-7250228	1743704-4074601-8541955	6131019-558157-5048131	1240005-3481879-4610185	626726-0-4	7546531-9945618-6073764	1750568-2657504-4095680	0-6476334-9406002	1-3167354-6173571	167442-1756917-6160028	3848024-9308898-611803	2-9830549-8880147	7721150-7038020-9429592	563183-869971-8541955	618327-4033810-8405961	7721150-3269251-2244614	9897003-2564132-8541955	6479120-869971-8541955	9401712-1849452-5398519	335685-2657504-3223444	3123147-97822-786997	5713693-2657504-160434	1998296-7312708-5899394	8745461-7263917-1075316	6131019-2462565-5048131	2-7406958-799601	8811073-6404952-8541955	7546531-2404649-8541955	1-8168659-7264604	4333656-2657504-2244614	0-5674860-5578766	1258528-1849452-5398519	9500517-5290122-6725073	2343522-5065646-7611929	9510038-7278341-1428329	9500517-2580385-799601	615250-7312708-5899394	2283223-1458740-8725343	8633614-6979288-7408504	1-3065925-7332802	1122762-6330243-7769687	70259-713891-3563937	70259-8528784-3563937	7546531-7747151-2510581	4185248-6499031-401537	5738340-9308898-611803	3198635-7032431-8414991	4212428-6968246-5566219	5554650-8533417-2546605	339290-5290122-8902527	324621-7312708-5899394	8589689-910506-1683189	9897003-4074601-3245831	28576-2657504-2244614	6429858-869971-7118684	9500517-5290122-9357675	5187090-7832153-660031	1998296-7312708-9365474	1-8656224-6052305	1907276-8452536-1342920	8117411-4834586-8859476	70259-9082344-3563937	2-5203611-4254655	5621467-8218547-4254655	8811073-645129-3624214	8829733-2966049-5323365	2579176-2657504-611803	9882138-869971-8541955	1240005-9266514-5597588	2884000-2657504-2244614	2-0-4058881	2679663-7312708-1036432	1113265-2545100-2546605	1-8656224-4132982	2-8918137-3380283	2176282-2545100-2546605	70259-9082344-2370737	7744113-2594381-3665076	3639866-5290122-799601	2-190282-1209562	4521382-7786886-1653509	70259-5065646-7611929	5713693-1837698-2244614	4562479-2657504-7099641	2-960440-8880147	4915427-9182287-7158648	6724187-1185422-5823237	2-4834706-8165808	6515154-6979288-8405961	2-7832153-799601	70259-9082344-8961324	70259-8333876-7611929	5951595-8575831-5578766	331689-1618590-3473488	1-3065925-6036511	1825465-8612416-8541955	1478526-2657504-2244614	0-0-7158648	0-8575831-5578766	2-0-4	4984812-5674860-5578766	7721150-7067438-59778	0-9182287-7158648	3482026-7263917-799601	2-0-9593085	2-9031289-129564	7721150-8170273-4276222	618327-2657504-4748493	3408208-8656224-1118703	9153747-9082344-7214913	2306217-3269251-2244614	3162240-869971-8541955	4185248-2657504-401537	9500517-5290122-8001622	1122762-2657504-2244614	9897003-7775967-8541955	618327-2657504-8405961	2-5513913-799601	9915919-2657504-611803	7721150-7461435-2253499	70259-9082344-8344675	167442-2974113-6160028	8117411-9765271-8859476	2-8534861-1231022	5738340-2818527-611803	9510038-7278341-4207447	6611354-7263917-799601	2-190282-3	7699623-6911408-8541955	2-0-799601	7360720-3630459-5578766	8745848-2930307-8541955	8117411-7911845-8315736	2837046-5290122-799601	9153747-9082344-3563937	2793773-190282-1209562	7721150-838352-59778	7546531-6354312-2510581	6152320-6354312-8077103	6131019-1618590-3473488	7110413-4895108-1209562	0-8443989-5578766	7721150-669953-6936400	7546531-2404649-2510581	8035732-5065646-7611929	1843307-869971-8541955	7836094-1618590-3473488	7721150-5875403-6936400	7721150-7894814-2930287	4915427-9182287-2558360	5713693-4033153-2244614	2-5513913-2683662	8117411-1955284-8859476	9500517-2580385-597531	4915427-3256242-7158648	6131019-564070-3473488	2951215-6979288-7408504	8745848-6909810-8541955	70259-7414254-1209562	8117411-7911845-8859476	0-9847182-5578766	7546531-2404649-2846506	6880954-7312708-5899394	2-7263917-4530686	9500517-5290122-2381588	1306144-3111574-2253499	2-0-7142604	6131019-564070-6526377	7721150-3269251-7718669	8355131-9518995-5321142	8589689-910506-6052305	2-7263917-799601	8355131-4-5321142	5738340-2657504-7087197	618327-6979288-1359987	6611354-7263917-1075316	6097285-9082344-1209562	5667077-7278341-4954869	6724187-1185422-1314367	7721150-2657504-2244614	5738340-2657504-611803	2-190282-6939758	70259-1849452-1209562	6278389-9847182-5578766	7072789-3269251-2244614	1-2414425-1065175	7721150-1637298-2558862	5602804-9765271-8859476	609399-8575831-5578766	5525931-9082344-3563937	2-0-8313461	9329220-259699-2253499	1-5188791-6173571	6152320-6354312-1839742	7721150-3269251-8313456	7721150-8170273-5174846	3126958-869971-8541955	5147465-2515307-7158648	1998296-7312708-1036432	7721150-1443338-2253499	5029920-869971-8541955	2-4964248-799601	2-8534861-1115875	8117411-7911845-9803992	3122145-3466312-6173571	0-5544976-5578766	3198635-5413487-728575	1898712-1618590-5453737	4081322-102531-8713752	618327-6979288-8038560	2321244-1849452-1209562	70259-1849452-7529284	9078357-6845238-6052305	3198047-4-5321142	0-5674860-6272957	8811073-645129-5176830	7721150-5491432-2253499	2-8765583-799601	2-190282-3449151	5634527-2831003-1209562	3482026-7751973-799601	410275-7032431-728575	6131019-5132032-5048131	500481-3496005-2244614	4936578-645129-8541955	7546531-645129-8541955	5667478-4033810-8405961	809439-190282-3	0-5952263-7158648	2579176-2657504-4291288	2-0-5273347	0-5952263-6697155	0-4-7160719	618327-6979288-6690651	2-8534861-8880147	8546718-5290122-4428194	0-7289298-3996760	7721150-1637298-2253499	852069-8534861-6160028	8633614-9235145-7408504	70259-9082344-7611929	70259-8159955-7529284	9327752-1443338-2253499	9500517-5290122-9101342	1-8168659-6173571	1271494-1832062-6936400	7305047-5290122-6345904	6131019-564070-5899394	3049577-2657504-2244614	8684982-869971-8541955	7546531-7012103-8226574	1922823-7278341-1428329	9808788-6476334-9406002	5738340-4394863-611803	70259-9082344-5512724	1670126-3269251-6936400	7546531-7012103-1839742	618327-2134737-8405961	4584795-8443989-5578766	2-8534861-6541619	7721150-4555074-2253499	0-2515307-7158648	5634527-2966049-1209562	5243349-4442020-8541955	8472824-9084152-3473488	70259-2299491-1209562	618327-6979288-3252690	618327-4033810-5506558	639146-3167354-6173571	264622-5942797-5048131	6050391-2404649-2846506	3554767-7278341-4954869	4584795-8443989-2547104	0-5620817-5578766	618327-6979288-8405961	4936578-645129-4998171	991098-7911845-8859476	4269149-0-4254655	6429858-869971-8541955	9541615-0-4254655	2534674-4339585-5899394	8811073-869971-8541955	5602804-9765271-7480406	3240769-1618590-3473488	1240005-3481879-5597588	2704616-4442020-8541955	8811073-645129-8541955	7721150-3111574-2253499	2-190282-6321870	9500517-5290122-8836331	2-0-3380283	1481064-2404649-8541955	2283223-7984757-8725343	6051397-869971-8653571	7721150-3269251-6936400	8811073-6404952-8051037	0-1544703-7158648	70259-3734653-7173405	9500517-8262299-7302333	5634527-224372-1209562	9729463-1618590-3473488	7291860-3269251-6936400	6051397-869971-8541955	7194445-97822-786997	8269251-3481879-5597588	9009258-4054063-8541955	7721150-8213408-2253499	8117411-9082344-8859476	288898-3269251-2253499	1330546-6499031-7092639	2067357-1618590-3473488	2067357-9084152-3473488	0-2983464-7158648	6360564-8480004-5578766	126075-2657504-2244614	7546531-6354312-1839742	2-7278341-4207447	5667077-7278341-1428329	1-0-5441687	9897003-8575831-8541955	1122762-2657504-6579803	1-3065925-2084569	1-3065925-2395527	7721150-3829445-6936400	6842402-3269251-2120786	3554617-3269251-8195719	3583496-6911408-8541955	7744113-3481879-5597588	8117411-5351864-4974922	5738340-2657504-7912958	0-9847182-6665218	3049577-2657504-5703236	6497828-190282-1209562
1	assemblage-583-218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
1	assemblage-760-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	119
1	assemblage-594-529	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	35	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95

2	assemblage-405-865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	77	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
2	assemblage-760-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	119
2	assemblage-594-529	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	35	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95

